SCHNO,FULLNAME,SCHNAME,ADDRESS,ZIPCODE,ZIPCODE2,City,State,PHONE,PRINCIPAL,Fax,Email,SCHLEVEL,MARKCYCLE,BEGGRADE,ENDGRADE,E,M,H,K8,CDS_COUNTY,CDS_DISTRICT,CDS_SCHOOL,SHORTNAME,NcesId,SchoolOpenClose,SchoolStartTime,SchoolEndTime,Zone,Charter
857,"Mission Preparatory K-8 School Charter",,"75 Francis St",94112,,"San Francisco",CA,4155089626,,,jhenzerling@missionpreparatory.org,6,,K,8,N,N,N,Y,38,68478,0123505,,,Y,0,7,,Y
948,"Jefferson EES",,"1350 25th Ave",94122,,"San Francisco",CA,4157592852,"Lin, Mary",,,1,,PK,PK,N,N,N,N,38,68478,6041230,,05631,Y,1,1,EE,N
973,"Revere (Paul) PreK",,"555 Tompkins Ave",94110,,"San Francisco",CA,4156955656,"Eaton, William",,,1,,PK,PK,N,N,N,N,38,68478,6041487,,05654,Y,1,1,EE,N
458,"C.A.R.E. Buchanan",,"1530 Buchanan St",94115,,"San Francisco",CA,4159319622,"Lepe, Sylvia",,,5,6,6,"5th YR Senior",N,N,N,N,38,10389,3830445,,10647,Y,0,6,HS2,N
881,"Ulloa TK (Closed)","Ulloa TK","2650 42nd Av",94116,,"San Francisco",CA,,,,,2,,,,Y,N,N,N,38,68478,3868478,"Ulloa TK",05676,Y,1,1,,N
743,"Wells (Ida B) HS",,"1099 Hayes St",94117,,"San Francisco",CA,4152416315,"Pringle, Catherine",4152416356,sch743@sfusd.edu,4,4,9,12,N,N,Y,N,38,68478,3830031,,05653,Y,0,20,HS2,N
757,"Jordan (June) HS",,"325 La Grande Ave",94112,,"San Francisco",CA,4154524922,"Chui, Amanda",4154524927,sch757@sfusd.edu,4,6,9,"5th YR Senior",N,N,Y,N,38,68478,0102103,,11252,Y,0,9,HS1,N
838,"King (Thomas Starr) ES",,"1215 Carolina St",94107,,"San Francisco",CA,4156955797,"Martin, DarleneElizabeth",4156955338,sch838@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6041602,,05671,Y,1,1,C3,N
191,"NPS - New Horizon School and Learning Center",,"827 Third St",95404,,"Santa Rosa",CA,7075793723,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
138,"NPS - Devereux Foundation - Florida",,,,,,,,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
918,"Webster (Daniel) EED OST",,"465 Missouri St",94107,,"San Francisco",CA,4159205076,"Burch, KamaelTenesia",,,1,,PK,PK,N,N,N,N,38,68478,6040893,,05600,Y,1,1,EE,N
994,"Cobb (Dr William L) PreK","COBB CC","2725 California St",94115,4157,"San Francisco",CA,4157493505,"Dean, Jeri",,,1,,PK,PK,N,N,N,N,38,68478,6040968,"COBB CC",05681,Y,1,1,EE,N
481,"Cleveland ES",,"455 Athens St",94112,,"San Francisco",CA,4157592796,"Escobar, Marlon",4154694051,sch481@sfusd.edu,2,3,K,5,Y,N,N,N,38,68478,6040836,,05597,Y,1,1,C4,N
194,"NPS - Spectrum Center- San Jose Campus",,"520 Sands Dr",95125,,"San Jose",CA,4082812435,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
197,"NPS - New Haven Residential Treatment Center - Spanish Fork",,"2172 E 7200 S",84660,,"Spanish Fork",UT,8668051199,,,,5,,9,12,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
007,"NPS - Erikson School",ERIKSON,"1195 Hudson Av",94124,,"San Francisco",CA,4159205020,,4159205044,,5,,K,Unknown,N,N,N,N,38,10389,0000001,ERIKSON,,Y,1,1,,N
525,"Cobb (Dr William L) ES",,"2725 California St",94115,,"San Francisco",CA,4157493505,"Dean, Jeri",4157493436,sch525@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6040968,,05681,Y,1,1,C3,N
175,"NPS - Discovery Ranch for Girls",,,,,,,,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
614,"Hillcrest ES",,"810 Silver Ave",94134,,"San Francisco",CA,4154694722,"Haynes, Linnette",4154694067,sch614@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6041156,,05625,Y,1,2,C4,N
113,"NPS - Via Center",,"2126 6th St",94710,2248,Berkeley,CA,5108481616,,5108481632,viacenter@viacenter.org,7,,K,12,N,N,N,N,38,10389,0000001,,,Y,,,,N
082,"NPS - Heritage Schools",,"5600 N Heritage School Dr",84604,,Provo,UT,8012264600,,8012264696,susiefell@heritagetc.org,5,,K,Unknown,N,N,N,N,38,10389,0000001,,09473,Y,1,1,,N
650,"Muir (John) ES",,"380 Webster St",94117,,"San Francisco",CA,4152416335,"Liebert, Sara",4154319938,sch650@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6041255,,05633,Y,1,1,C2,N
865,"Havard (Leola M) TK",,"1520 Oakdale Ave",94124,,"San Francisco",CA,4156955660,"Burch, KamaelTenesia",,,,,,,N,N,N,N,38,68478,3868478,,13585,Y,,,EE,N
603,"Chavez (Cesar) ES",,"825 Shotwell St",94110,,"San Francisco",CA,4156955765,"Dowdle, Lindsay",4156955843,sch603@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6041149,,05623,Y,1,1,C1,N
848,"Sutro ES",,"235 12th Ave",94118,,"San Francisco",CA,4157508525,"Bonfiglio, Beth",4157508498,sch848@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6041644,,05674,Y,1,1,C1,N
490,"Lau (Gordon J) ES",,"950 Clay St",94108,,"San Francisco",CA,4152917921,"Choy, Gloria",4152917952,sch490@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6040877,,05599,Y,1,1,C2,N
143,"NPS - Kolob Canyon",,,,,,,,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
593,"Guadalupe ES",,"859 Prague St",94112,,"San Francisco",CA,4154694718,"Sharma, RajNarayan",4154694066,sch593@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6041123,,05621,Y,1,1,C5,N
141,"NPS - Irene M. Hunt School",,"300 Sunny Hills Dr",94960,,"San Anselmo",CA,4154573200,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,09473,Y,1,1,,N
111,"NPS - Monarch School",,"22001 Fairmount Blvd",44118,,"Shaker Heights",OH,2163208483,,2169328520,johnsonl@wingspancg.org,5,,TK,12,N,N,N,N,38,10389,0000001,,,Y,,,,N
823,"Sherman ES",,"1651 Union St",94123,,"San Francisco",CA,4157493530,"Parker, Helen",4157493433,sch8223@sfusd.edu,2,3,K,5,Y,N,N,N,38,68478,6041578,,05668,Y,1,1,C2,N
938,"Grattan Prek EED",,"165 Grattan St",94117,,"San Francisco",CA,4157592850,"Walter, Catherine",,,1,,PK,PK,N,N,N,N,38,68478,6041115,,05620,Y,1,1,EE,N
042,"NPS - Provo Canyon School",,"4501 N University Av",84604,5504,Provo,UT,8012272010,,8012272130,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
549,"McCoppin (Frank) ES",,"651 6th Ave",94118,,"San Francisco",CA,4157508475,"Lee, Bennett",4157508474,sch549@sfusd.edu,2,3,TK,5,Y,N,N,N,38,68478,6041016,,05611,Y,1,1,C1,N
112,"NPS - Summitview Academy",,"5036 Sunrey Rd",95667,5667,Placerville,CA,5306219800,,5306219804,CWILLS@SUMMITVIEWTREATMENT.ORG,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
183,"NPS - Discovery Ranch",,"1308 S 1600th W",84664,,Mapleton,UT,,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
405,"Lincoln (Abraham) HS",,"2162 24th Ave",94116,,"San Francisco",CA,4157592700,"Manalang, Sharimar",4155662224,sch405@sfusd.edu,4,6,9,"5th YR Senior",N,N,Y,N,38,68478,3833241,,05581,Y,0,10,HS1,N
505,"Milk (Harvey) Civil Right ES",,"4235 19th St",94114,,"San Francisco",CA,4152416276,"Glover, Charles",4152416545,sch505@sfusd.edu,2,3,K,5,Y,N,N,N,38,68478,6040919,,05601,Y,1,1,C1,N
155,"NPS - Elevations Academy",,"2650 W 2700 S",84075,,Syracuse,UT,8017730200,,,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
177,"NPS - Mingus Mountain Academy",,"15801 E Don Carlos Dr",86314,,"Prescott Valley",AZ,6023352070,,6023352071,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
094,"NPS - Spectrum Center Mission Valley Campus",,"2021 Highland Bl",94542,,Hayward,CA,5105767990,,5105767898,,5,,K,Unknown,N,N,N,N,38,10389,0000001,,,Y,1,1,,N
752,"Noriega TK (Closed)",,"1775 44th Av",94122,,"San Francisco",CA,4157592853,,,,,,,,N,N,N,N,38,68478,3868478,,13231,Y,,,EE,N
497,"Webster (Daniel) ES",,"465 Missouri St",94107,,"San Francisco",CA,4156955787,"Burns, Kath",4158266813,sch497@sfusd.edu,2,3,K,5,Y,N,N,N,38,68478,6040893,,05600,Y,1,1,C3,N
849,"Drew (Dr Charles) TK (Closed)",,"50 Pomona Av",94124,,"San Francisco",CA,,,,,,,,,N,N,N,N,38,68478,3868478,,08191,Y,,,,N
704,"McLaren (John) TK (Closed)",,"2055 Sunnydale Ave",94134,,"San Francisco",CA,4154694519,,,,,,,,N,N,N,N,38,68478,3868478,,13456,Y,,,EE,N
875,"Presidio TK (Closed)",,"387 Moraga Av",94129,,"San Francisco",CA,4155615822,,,,,,,,N,N,N,N,38,68478,3868478,,05657,Y,,,,N
887,"Gateway to College City College SF HS (Closed)",,"50 Phelan Ave",94112,,"San Francisco",CA,4154525768,"Graven, Thomas",4152393455,,4,,9,12,N,N,Y,N,38,68478,0128876,,13687,Y,0,0,,N
458,"C.A.R.E. Bayview","C.A.R.E. PROGRAM","1601 Lane St",94124,4158,"San Francisco",CA,4158225300,"Lepe, Sylvia",4158229405,,5,6,6,"5th YR Senior",N,N,N,N,38,10389,3830445,"C.A.R.E. PROGRAM",10647,Y,0,6,HS2,N
961,"Mission Education Center PreK",,"1670 Noe St",94131,,"San Francisco",CA,4156955313,"Llewelyn-Vasquez, Carla",,,1,,PK,PK,N,N,N,N,38,68478,6089585,,05649,Y,1,1,EE,N
906,"Carmichael (Bessie) EES",,"55 Sherman St",94103,,"San Francisco",CA,4156158450,"Bell, Rasheena",4152416614,,1,,PK,PK,N,N,N,N,38,68478,6040752,,05590,Y,1,1,EE,N
096,"NPS - California School for the Blind",,"500 Walnut Av",94536,,Fremont,CA,5107943800,,,,5,,K,Unknown,N,N,N,N,38,10389,0000002,,10346,Y,1,1,,N
729,"Monroe ES",,"260 Madrid St",94112,,"San Francisco",CA,4154694736,"Boucher, Thor",4154694070,sch720@sfusd.edu,2,3,K,5,Y,N,N,N,38,68478,6041446,,05651,Y,1,1,C4,N
589,"Grattan ES",,"165 Grattan St",94117,,"San Francisco",CA,4157592815,"Walter, Catherine",4157592803,sch589@sfusd.edu,2,3,K,5,Y,N,N,N,38,68478,6041115,,05620,Y,1,1,C1,N
173,"NPS - Spectrum Center, Oakland Campus",,"6325 Camden St",94605,,Oakland,CA,5107296384,,,rjohnson@spectrumschools.com,5,,K,Unknown,N,N,N,N,38,10389,0000001,,09473,Y,1,1,,N
546,"Francisco MS",,"2190 Powell St",94133,,"San Francisco",CA,4152917900,"Lee, Sang-Yeon",4152917910,sch546@sfusd.edu,3,3,6,8,N,Y,N,N,38,68478,6059844,,05610,Y,0,8,MS,N
982,"Sanchez PreK",,"325 Sanchez St",94114,,"San Francisco",CA,4152416380,"Martin, Anne",,,1,,PK,PK,N,N,N,N,38,68478,6041545,,05664,Y,1,1,EE,N
917,"Lau (Gordon J) PreK",,"950 Clay St",94108,,"San Francisco",CA,4152917921,"Choy, Gloria",4152917952,,1,,PK,PK,N,N,N,N,38,68478,6040877,,05599,Y,1,1,EE,N
880,"Flynn (Leonard R) TK (Closed)",,"3125 Cesar Chavez St",94110,,"San Francisco",CA,4156955770,,,sch680@sfusd.edu,,,,,N,N,N,N,38,68478,3868478,,05640,Y,,,,N
575,"Glen Park ES",,"151 Lippard Ave",94131,,"San Francisco",CA,4154694713,"Zarr, Lara",4153376942,sch575@sfusd.edu,2,3,K,5,Y,N,N,N,38,68478,6041073,,05618,Y,1,1,C1,N
